tau	chr	start	end	transcript_id	thymus	liver	colon	jejunum	skin	mammary	horn	duodenum	rumen	thyroid	uterus	heart	kidney	ileum	adipose	ovary	abomasum	omasum	intestine	esophagus	reticulum	muscle	Lung	spleen	brain
1.00000	5	20550136	20550281	MSTRG.34621.2	0.07213	0.0	0.0	0.001926	0.0	0.038437	0.0	0.0	1.340721	0.0	0.05391	0.0	0.062605	0.028225	0.0	0.038468	0.020957	0.250364	0.030812	0.0	0.02219	0.0	0.0	0.0	0.215135
0.92674	5	20681682	20681765	MSTRG.34626.1	0.018058	0.0	0.0	0.0	4.417548	0.0	1.729798	1.491272	0.806744	0.0	0.899729	0.0	3.476236	0.241656	0.0	0.24464	0.0	0.0	0.0	0.0	0.0	0.152711	0.088607	0.0	1.519577
0.95682	5	21535346	21535424	MSTRG.34640.1	0.236887	0.0	0.0	0.0	0.0	0.356455	0.0	0.0	2.293724	0.0	1.902976	0.265571	0.494896	0.28435	0.150587	0.705664	0.118753	0.0	0.0	0.005715	0.11698	2.550529	1.20264	0.445845	12.225691
0.80810	5	21752843	21755281	MSTRG.34642.1	1.670022	20.748857	6.697167	0.0	10.417524	0.632286	0.0	8.996311	20.229933	0.0	0.061475	0.0	0.0	0.73847	2.217667	0.0	0.537639	0.0	1.695848	0.149852	0.004445	0.0	0.025831	14.581669	0.053775
0.96958	5	21753966	21755281	MSTRG.34642.2	0.74959	0.072299	2.244019	0.0	0.0	0.0	0.0	0.395968	3.025365	0.0	0.013631	0.0	0.0	0.249659	0.0	0.0	0.006903	0.0	0.00012	0.158407	0.0	0.0	0.0	0.874984	0.010919
0.98339	5	21753966	21755281	MSTRG.34642.3	0.611998	1.39129	0.0	0.0	0.577367	0.0	0.0	1.114179	3.002461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.198132	0.0	0.0	0.0	0.0	0.0	0.0	0.255968	0.0
0.92651	5	23854889	23854989	MSTRG.34648.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.991951	0.0	4.3733	0.0	0.0	0.0	0.0	0.0	0.261197	0.0	0.0	0.0	0.0	11.271496	0.0	0.0	4.107388
1.00000	5	25060058	25062162	MSTRG.34655.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.116857	0.0	0.0	0.0	0.060182	0.0	0.150194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	5	25060621	25062162	MSTRG.34655.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.339432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.98553	5	24159429	24159965	MSTRG.34657.1	0.0	0.0	0.0	0.0	1.257688	0.145204	0.0	0.0	0.3529	0.0	0.080195	0.0	0.0	0.068745	0.641976	0.0	0.808928	0.0	0.0	0.0	0.236161	0.0	0.150495	0.0	1.935536
NA	5	24440283	24440999	MSTRG.34661.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.096644	0.0	0.0	0.0
0.96664	5	24847673	24847991	MSTRG.34662.1	0.0	0.0	0.0	0.0	0.904659	2.414735	0.299292	0.0	1.018961	0.0	0.028558	0.0	0.0	0.0	0.461927	0.0	0.196785	0.0	0.239579	0.0	6.323704	0.0	0.13462	0.0	1.779554
0.95051	5	25506240	25506387	MSTRG.34667.1	0.80432	0.0	0.0	0.0	0.355219	0.0	0.0	0.0	5.723945	0.0	0.302504	0.0	0.0	0.202059	0.362817	0.0	0.144802	0.0	0.0	0.0	0.0	0.0	0.444252	9.678677	2.588984
0.94016	5	25663453	25663996	MSTRG.34671.1	0.045129	0.075362	0.039434	0.0	0.15259	0.05478	0.384362	0.017278	12.768286	0.12651	0.712475	0.435717	0.051964	0.10048	0.167458	0.029803	0.034065	0.18437	0.013982	0.292474	0.31989	3.853966	0.391482	0.008995	15.074133
1.00000	5	25692691	25694999	MSTRG.34671.2	0.006194	0.0	0.0	0.0	0.03215	0.0	0.014649	0.008145	6.193151	0.0	0.622829	0.020587	0.0	0.0	0.0	0.008987	0.0	0.0	0.008937	0.010925	0.030404	0.136439	0.017664	0.0	0.529182
NA	5	25618171	25620758	MSTRG.34671.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96216	5	25692691	25694999	MSTRG.34671.4	0.0	0.0	0.0	0.0	0.071294	0.014144	0.0	0.0	2.687596	0.110967	0.0	0.0	0.0	0.0	0.0	0.072412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.454505
1.00000	5	26481200	26481516	MSTRG.34676.1	0.0	0.0	0.0	0.0	0.096509	0.0	0.0	0.12904	3.408122	0.0	0.0	0.0	0.0	0.0	0.161107	0.0	0.045105	0.0	0.0	0.220951	0.0	0.0	0.0	0.0	0.158484
0.98681	1	227566370	227566562	MSTRG.3468.1	0.285567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186828	0.0	0.0	0.0	0.0	0.0	0.0	2.636381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.352913
1.00000	1	227762691	227762973	MSTRG.3469.2	0.0	0.0	0.0	0.0	3.964954	0.056526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	5	28605931	28606340	MSTRG.34696.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.629046	0.0	0.978837
1.00000	5	28678245	28678336	MSTRG.34697.1	0.0	0.0	0.0	0.0	0.324815	0.0	0.0	0.0	0.827238	0.0	0.0	0.0	0.0	0.0	5.933523	0.0	0.0	0.0	0.0	0.0	0.0	0.139012	0.0	0.0	0.438182
0.98279	5	28678245	28678336	MSTRG.34697.2	0.0	0.0	0.0	0.0	0.0	0.0	0.690408	0.0	0.817103	0.0	0.0	5.615333	0.0	0.0	0.293778	0.0	0.091345	0.0	0.0	0.0	0.0	2.039706	0.0	0.0	0.339903
0.89545	5	28984378	28984598	MSTRG.34701.1	1.203794	0.572031	0.0	0.0	0.553742	2.332218	0.577956	0.0	2.712272	0.0	0.752178	0.0	0.0	0.750469	0.0	0.0	1.866354	0.0	0.457174	0.0	0.0	0.680971	4.828086	0.0	3.657279
0.92558	5	29093892	29093935	MSTRG.34705.1	2.607785	0.0	0.0	0.0	1.162354	0.0	0.0	0.509796	4.932039	0.0	4.371562	0.0	0.0	1.58745	0.0	0.0	0.768307	0.0	0.0	0.0	0.915979	1.901508	3.170682	0.33528	36.773991
0.97900	5	29135462	29135714	MSTRG.34706.1	0.0	0.0	0.0	0.0	0.37887	0.0	0.0	1.126203	0.668891	0.0	0.050741	0.0	0.0	0.159081	0.0	0.0	0.0	0.0	1.061722	0.028025	0.0	0.0	0.0	0.0	0.551176
0.89051	5	29424075	29425579	MSTRG.34708.1	0.710495	0.404792	0.0	0.0	0.395607	0.469261	2.829258	0.711801	6.914416	0.0	11.633372	0.705746	0.163783	0.658558	1.284686	0.769499	0.597446	0.0	0.309821	1.146623	0.679875	2.322994	1.162778	0.878113	8.11554
0.65263	1	181243	181302	MSTRG.347.1	6.701816	0.0	4.274367	1.413521	9.753769	2.71169	2.500394	2.09549	10.786784	11.138152	1.07553	1.641365	4.812179	2.190918	0.750883	1.297014	1.992383	0.0	2.226324	5.141883	1.552127	0.32738	1.875843	0.203953	5.498432
0.65997	5	29710942	29711057	MSTRG.34710.1	5.521418	0.0	0.0	0.0	0.935442	1.181572	3.761136	5.747541	7.4851	0.0	19.210621	3.525727	4.261736	5.077806	2.496954	8.866146	1.982994	0.0	4.534271	5.100132	6.027238	1.864156	4.14332	1.16973	21.858311
0.93466	5	29729266	29729519	MSTRG.34712.1	2.708616	0.766098	0.288703	0.0	0.458818	0.168088	0.846551	0.437738	2.931876	1.039976	0.838733	0.395872	0.307371	0.985972	0.518665	0.236687	0.420275	1.357464	0.729862	0.35531	0.245163	0.385172	0.282493	0.15246	1.412794
0.86721	5	30333590	30333715	MSTRG.34720.1	0.0	0.0	0.0	0.0	0.0	0.0	0.44875	0.0	3.401447	0.0	8.092753	0.0	0.0	0.151783	5.47123	0.0	0.0	0.0	0.0	0.487872	0.0	5.722101	1.972831	0.0	3.72936
0.90824	1	228425196	228426649	MSTRG.3472.1	0.561008	0.0	0.033156	0.0	0.150405	0.172746	0.25347	0.1554	9.297914	0.0	14.570529	0.656581	0.066689	0.712616	0.0	0.0	0.15026	0.0	0.028275	0.133123	0.0	3.522983	0.907612	0.120904	11.141826
0.90946	5	30335493	30336767	MSTRG.34721.1	0.333077	0.0	0.0	0.0	0.0	0.0	0.194083	0.076709	4.649621	0.0	20.166651	0.0	0.128617	0.327332	0.0	0.308649	0.08433	0.0	0.074351	0.186123	0.179031	6.918621	2.121636	0.0	10.021215
0.96005	1	228428359	228440973	MSTRG.3472.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.689798	0.0	1.539079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.794177	0.0	0.0	10.888449
0.90878	1	228473465	228482681	MSTRG.3472.4	0.122276	0.079858	0.0	0.0	0.118222	0.126925	0.13617	0.054295	4.093994	0.107945	5.326194	0.184472	0.041927	0.479488	0.176778	0.122501	0.082012	0.0	0.030551	0.043527	0.061757	2.275416	0.674166	0.0	5.949521
1.00000	1	228428315	228440973	MSTRG.3472.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.368685	0.0	0.037816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.393122	0.0	0.0	0.811406
0.88822	1	228443723	228446195	MSTRG.3473.1	0.736836	0.0	0.0	0.0	0.102099	0.121307	0.280956	0.06141	14.256666	0.0	15.573399	0.0	0.0	0.579105	0.327201	0.0	0.18012	0.0	0.0	0.050245	0.086224	6.557304	1.459172	0.067285	11.58796
1.00000	5	32572612	32572956	MSTRG.34739.1	0.0	0.0	0.0	0.0	9.71524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.396095	0.0	0.927313
NA	5	32917551	32918893	MSTRG.34741.3	0.0	0.0	0.0	0.0	0.015532	0.003355	0.003613	0.0	0.016763	0.0	0.578802	0.001078	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.013571	0.0	0.0	0.580287
NA	5	32900441	32904378	MSTRG.34741.4	0.0	0.0	0.0	0.0	0.0	0.0	0.000331	0.0	0.006009	0.0	0.062189	0.0	0.0	0.0	0.0	0.0	0.001729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028095
0.87283	5	32767425	32767559	MSTRG.34742.1	0.106956	0.0	0.0	0.0	7.08562	0.706818	2.427062	1.719661	0.697253	0.0	4.468094	4.102546	0.338392	0.270507	0.10777	0.0	0.56768	0.0	0.502924	1.522848	0.124996	0.0	0.0	0.812775	3.381248
NA	5	32941111	32961425	MSTRG.34742.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.451703
0.89125	1	228457147	228468253	MSTRG.3475.1	0.739124	0.051636	0.128578	0.0	0.13693	0.149104	0.206753	0.121623	10.031414	0.193168	10.051739	0.230717	0.021867	0.267388	0.245914	0.049451	0.1314	0.0	0.194402	0.095633	0.101498	4.455046	1.022133	0.064573	10.470055
0.88518	5	34014812	34015638	MSTRG.34752.1	0.756977	1.128527	2.889681	3.318558	0.82803	0.78511	1.480069	2.384609	3.424183	1.73271	3.307933	0.928201	1.128741	1.295548	1.038953	0.664307	0.305634	0.27007	4.926937	0.759234	1.175128	0.236358	0.593876	0.825589	24.320744
1.00000	5	34165177	34167120	MSTRG.34754.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.823887	0.0	0.0	0.0	3.591925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.89299	5	34308996	34311677	MSTRG.34755.1	3.399834	0.729428	2.809698	1.261099	0.228848	0.510304	0.286945	0.64524	1.37852	0.0	0.698758	0.310325	0.144253	2.305155	0.23445	0.529885	0.307821	0.0	1.202859	0.132516	0.0	0.129112	0.622718	4.976477	1.338625
0.88376	1	228489983	228490891	MSTRG.3476.1	0.636994	0.0	0.0	0.0	0.059375	0.112299	0.417486	0.276161	11.237915	0.0	12.389819	0.0	0.44505	0.159876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5437	0.578448	0.0	10.447394
0.89947	1	228507884	228508124	MSTRG.3477.1	0.90678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.759294	0.0	6.842114	0.0	0.0	0.459385	0.0	0.0	0.0	0.0	0.374535	0.0	0.0	5.036664	1.01971	0.0	8.781183
0.91540	1	228518924	228525201	MSTRG.3478.1	1.026982	0.036023	0.0	0.0	0.147698	0.123367	0.231925	0.078817	5.584069	0.0	6.293282	0.195345	0.03198	0.288225	0.10644	0.075466	0.060195	0.0	0.102654	0.08832	0.067933	2.995091	0.698632	0.071065	10.039792
NA	5	34327160	34328086	MSTRG.34787.1	0.002953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009133	0.0	0.0	0.028577	0.0	0.0	0.024547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	5	37717457	37717467	MSTRG.34790.1	0.0	0.0	0.0	0.0	0.355619	0.0	0.0	0.031676	0.027705	0.0	0.064335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.117852	0.0	0.0	0.0	0.133663
0.61201	1	228567135	228567236	MSTRG.3479.1	15.694614	0.293394	2.826291	0.0	1.718534	1.745047	6.330913	2.348772	7.568079	0.0	8.473179	4.918213	1.95771	4.735897	1.127876	4.820885	2.592113	4.381583	3.100436	2.776172	3.124478	7.774313	2.2032	0.221157	13.000609
NA	5	37852037	37852061	MSTRG.34792.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.82185	5	38146239	38148447	MSTRG.34796.1	1.035996	0.507297	0.0	0.0	0.210514	1.374447	0.20375	0.457811	3.9795	5.061791	3.184283	1.495495	0.0	0.922888	1.264175	1.676853	0.64612	0.0	0.503474	0.388657	1.074528	0.131322	3.830052	0.890795	5.241395
0.88380	5	38284635	38284821	MSTRG.34797.1	0.0	0.398002	40.183174	5.040443	1.552296	0.0	0.0	3.485881	5.777892	0.0	0.0	0.0	5.591695	3.70991	0.0	0.0	0.851845	0.0	6.197285	0.0	0.0	0.0	0.226547	0.290477	1.468503
0.91984	1	228629273	228629294	MSTRG.3480.1	3.55181	0.0	0.0	0.0	0.0	0.061319	0.0	0.794537	2.145129	0.0	1.867459	0.486646	0.0	0.054161	0.0	0.756917	0.00596	0.0	0.175421	0.0	0.0	0.005501	0.0	0.160051	3.975674
NA	5	38261346	38261522	MSTRG.34804.1	0.0	0.168158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.216578	0.0	0.0	0.0	0.011799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	5	38273307	38277010	MSTRG.34805.1	0.0	0.0	0.0	0.0	0.021473	0.055171	0.0	0.0	1.719355	0.0	0.0	0.0	0.0	0.66417	0.0	0.0	0.305045	0.0	0.122465	0.087906	0.0	0.0	0.0	0.0	0.0
0.96165	5	38853329	38853427	MSTRG.34807.1	1.152807	0.523159	0.0	0.0	0.831396	1.953856	0.959044	0.290763	0.367064	0.0	0.405512	0.0	0.0	0.537879	1.60689	0.0	0.215325	0.0	0.200061	0.21886	0.580414	0.0	0.317355	0.675988	0.780149
0.85859	5	38853935	38857775	MSTRG.34808.1	1.770282	0.567914	2.911575	2.860785	0.563246	0.764693	0.543093	1.894331	1.853908	1.408605	0.823911	0.852165	0.998379	1.802555	8.385664	0.867785	0.673888	1.368506	2.709835	0.423075	0.335532	0.25891	1.00924	0.703772	2.768862
0.98348	5	38856776	38857775	MSTRG.34808.2	0.478913	0.0	0.0	0.0	0.062589	0.201208	0.0	0.836038	0.705123	0.0	0.3769	0.0	0.466459	0.24184	2.096606	0.0	0.316668	0.0	0.912076	0.0	0.0	0.242973	0.001201	1.155477	1.160742
0.92635	5	38594767	38594955	MSTRG.34811.1	0.667768	0.0	0.0	0.0	1.090115	2.120895	0.38051	0.582279	8.093766	0.0	0.268774	0.0	0.312469	0.310524	8.874783	0.266495	0.0	0.0	0.154108	0.533976	1.742985	0.0	0.412028	0.0	1.454058
0.94334	5	38583360	38583396	MSTRG.34811.2	0.0	0.0	0.0	0.0	4.118953	2.468057	0.521032	0.0	17.73564	0.0	0.0	0.0	0.0	0.0	0.410868	0.0	0.123565	0.0	0.597367	0.886157	3.607125	0.0	0.0	0.0	1.361563
NA	5	38811794	38811920	MSTRG.34816.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.240842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.89297	5	38878246	38883866	MSTRG.34818.1	1.736207	0.180746	0.795649	0.0	0.255084	0.365226	0.721835	0.321927	7.019432	0.453858	24.655537	0.609935	0.363069	1.108142	0.405322	0.702253	0.41811	0.456223	0.447934	0.300076	0.197815	9.932551	1.601724	0.289047	17.511778
1.00000	1	229975470	229977328	MSTRG.3482.1	0.041065	0.0	0.330272	0.0	0.026969	0.036724	0.521594	0.137201	1.167467	0.235329	0.290673	0.0	0.063371	0.044004	0.086228	0.062029	0.168198	0.0	0.135542	0.0	0.075708	0.0	0.040069	0.0	0.198165
0.98387	5	39042547	39042732	MSTRG.34821.1	0.324797	0.0	0.0	0.0	0.0	0.289438	0.52229	0.0	0.497054	0.0	0.418092	0.0	0.0	0.0	0.0	0.0	0.365904	0.0	0.0	0.0	0.0	0.0	1.69719	0.0	3.921449
1.00000	5	39127127	39128416	MSTRG.34824.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011831	0.0	3.615712	0.0	0.0	0.0	0.0	0.0	0.0	0.092886	0.0	0.0	0.0
NA	5	39188695	39189135	MSTRG.34828.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072999	0.0	0.0	0.0	0.0	0.072618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.94595	5	39206488	39206612	MSTRG.34830.1	0.55775	0.0	0.0	0.0	6.904945	0.171336	0.34738	0.023262	4.613778	0.0	0.686412	0.0	0.0	0.303198	0.519128	0.407205	0.0	0.0	0.0	0.260114	0.0	0.0	0.0	0.0	14.4121
0.91091	5	39218655	39222080	MSTRG.34831.1	0.67566	0.0	0.0	0.0	3.201984	0.318202	1.203981	0.074658	2.982614	1.564825	1.153825	0.377492	0.1328	0.173303	0.213867	0.435142	0.081842	0.0	0.0	0.374038	0.352089	0.28844	0.242267	0.0	4.131281
0.53122	5	39286185	39288910	MSTRG.34833.1	11.099195	0.341682	6.421083	5.392603	2.442448	3.542865	7.426756	3.966901	9.617648	4.957706	23.883808	6.688333	3.509244	5.261002	4.888646	4.06512	3.258318	3.690706	3.851371	2.731463	4.121657	9.133054	3.34091	1.173186	14.934254
0.98862	5	39353655	39354059	MSTRG.34835.1	0.0	0.0	0.0	0.0	2.135865	0.969491	0.0	0.0	1.230242	0.0	0.0	0.0	0.0	0.0	0.085549	0.0	0.460116	0.0	0.0	0.072477	0.0	0.0	0.0	0.0	0.0
NA	5	39353925	39354059	MSTRG.34835.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96182	5	39422671	39422908	MSTRG.34836.2	0.0	0.0	0.0	0.0	0.939876	0.0	0.0	0.0	6.340127	0.0	0.0	0.0	0.454135	0.0	0.0	0.0	0.0	0.0	0.0	5.431373	0.0	0.0	0.323477	0.0	0.0
1.00000	5	39498278	39500111	MSTRG.34837.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.405222	0.0	0.0	0.0	0.008075	0.039842	0.0	0.035849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4e-05	0.0
1.00000	5	39498278	39500111	MSTRG.34837.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.563449	0.0	0.0	5.6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-06	0.0
NA	5	39498278	39500111	MSTRG.34837.32	0.003804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049155	0.0	0.0	0.0	0.0	0.0
NA	5	39498278	39500111	MSTRG.34837.33	0.002394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.898263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006422
1.00000	5	39498278	39500111	MSTRG.34837.34	0.061857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.226539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103735	0.0	0.0	0.0	0.0	0.0
1.00000	5	39498278	39500111	MSTRG.34837.35	0.041087	0.304995	0.0	0.0	0.0	0.0	0.006219	0.0	6.591131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051319	0.0	0.0	0.0	0.061881
NA	5	39472736	39472885	MSTRG.34838.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4e-05	0.0	0.0	0.0	0.0	0.000326	0.0	0.0	0.000324	0.0	1e-06	0.0	0.0	0.0	0.0	0.0	0.048196
NA	5	39472463	39472735	MSTRG.34838.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071377	0.0	0.0	0.093149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.68915	5	39480868	39481147	MSTRG.34839.1	11.36247	1.856022	0.0	0.0	1.251994	3.049	1.339809	2.50119	7.873302	4.820591	3.067462	7.047997	1.324404	2.961689	1.246236	1.672103	1.667078	4.652382	1.685637	3.002457	3.439961	1.736228	2.726111	1.022429	16.448839
0.97099	1	186133	186815	MSTRG.348.4	13.919966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.254227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.380428
0.89393	1	230344291	230344335	MSTRG.3484.1	0.0	0.0	0.0	0.0	3.805862	0.418899	0.078577	0.337194	2.214077	0.0	1.619629	0.0	0.0	0.952885	0.994194	0.0	0.538881	3.807626	0.0	0.165283	0.0	0.0	0.743568	0.163844	2.203636
1.00000	5	40758252	40758490	MSTRG.34844.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.611221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	5	39974914	39975136	MSTRG.34847.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.537033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	5	40046372	40046539	MSTRG.34848.2	0.0	0.0	0.0	0.0	0.0	0.0	0.213962	0.0	1.06392	0.0	0.399378	0.899352	0.464544	0.178276	0.432453	0.0	0.0	0.0	0.381882	0.26509	0.0	0.0	0.0	0.774232	0.943164
1.00000	1	186133	186815	MSTRG.348.5	0.0	0.0	0.0	0.0	0.0	0.056278	0.0	0.0	6.174367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	5	40248946	40249130	MSTRG.34850.5	0.02514	0.0	0.0	0.0	0.048416	0.0	0.005264	0.003333	0.34952	0.0	0.57713	0.0	0.148106	0.0	0.0	0.0	0.016692	0.0	0.0	0.0	0.0	0.0	0.075606	0.0	0.528683
0.85025	5	40393246	40393305	MSTRG.34851.1	2.171174	0.135017	0.0	0.602006	0.536551	0.535854	0.329344	0.152111	1.873607	2.345053	0.734531	1.080568	2.267048	0.887217	1.085374	0.31897	0.380671	0.694396	0.494814	0.42947	0.293657	0.364788	0.452608	0.333706	1.977994
0.84046	5	40242565	40245488	MSTRG.34851.2	5.330872	0.781172	2.27928	0.438714	2.179677	0.908791	0.560549	0.440503	2.744635	2.246804	1.581612	1.548725	0.829157	1.535399	0.780225	0.875567	0.578716	0.188138	1.078547	0.317402	0.724314	0.337169	0.58064	0.547996	4.881225
NA	5	40242565	40243707	MSTRG.34851.3	0.129766	0.008627	0.0	0.0	0.053474	0.13372	0.0	0.080541	0.284938	0.0	0.026747	0.682417	0.019292	0.0	0.094885	0.043315	0.544365	0.0	0.0	0.161314	0.0	0.253818	0.006936	0.0	0.405925
NA	5	40243708	40245488	MSTRG.34851.4	0.866793	0.0	0.0	0.0	0.0	0.0	0.137225	0.0	0.0	0.0	0.0	0.322064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018465	0.0	0.0	0.127836
0.95512	5	40242565	40245488	MSTRG.34851.5	0.002111	0.0	0.0	0.0	0.617359	0.091538	0.000115	0.893521	0.98707	0.0	0.000851	0.032901	1.580729	0.000422	0.001889	0.001338	0.540285	1.089642	0.000239	0.1748	3.4e-05	0.000312	4.6e-05	5e-06	1.502903
0.87753	5	40274170	40274228	MSTRG.34852.1	0.612755	8.553198	0.0	0.0	16.241255	0.315928	0.642118	0.255444	7.842741	2.693355	1.38181	1.238507	0.0	0.480047	1.577395	1.514476	0.174211	0.0	0.0	0.614377	0.0	0.1913	0.410989	0.749005	4.895335
0.93539	5	40501026	40503429	MSTRG.34854.1	0.0	0.0	0.0	0.487511	0.195754	0.0	0.0	0.0	1.567966	0.0	0.566139	0.106762	0.0	2.043784	0.0	18.897823	0.027494	1.086305	2.395392	0.104907	0.0	0.0	0.629118	0.106454	11.430084
0.97003	5	40503308	40503429	MSTRG.34855.2	0.163244	0.0	0.0	0.0	0.99612	0.0	0.0	0.098318	1.101061	0.0	1.324027	0.0	0.0	0.648314	0.0	2.966436	0.153286	0.0	0.565614	0.0	0.0	0.0	1.279425	0.0	1.172049
0.82298	5	40341958	40341994	MSTRG.34856.1	2.14852	0.0	3.059681	6.448768	0.40564	1.062226	0.530293	0.064389	15.014618	1.787501	0.788546	2.72599	3.71151	5.314123	0.0	0.954218	0.623072	1.711411	0.0	0.578421	0.0	0.384505	0.88567	0.0	15.407593
0.99839	5	40457594	40457845	MSTRG.34858.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.070508	0.0	0.0	0.912221	0.01108	5.827408	0.0
